case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
GRA-002418-2018,Grass and Weeds,Closed,"Council District
1","561 Northridge Crossing Dr,
Sandy Springs, GA 30350",17 002500020284,Paula Allen,05/08/2018,08/17/2018
GRA-002447-2018,Grass and Weeds,Closed,"Council District
1","5025 Willow Bluff Dr,
Sandy Springs, GA 30350",06 033600010233,Paula Allen,05/10/2018,06/14/2018
GRA-002454-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","7570 Hunters Woods Dr,
Sandy Springs, GA 30350",06 033700020041,Yvonne Shaw,05/11/2018,06/25/2018
GRA-002478-2018,Grass and Weeds,Abated Case,"Council District
1","555 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,05/16/2018,05/16/2018
GRA-002479-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","561 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,05/16/2018,08/17/2018
GRA-002484-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","487 Granite Ridge Pl, Sandy
Springs, GA 30350",NA,Paula Allen,05/16/2018,08/17/2018
GRA-002487-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","590 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,05/16/2018,08/17/2018
GRA-002492-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","565 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,05/16/2018,08/17/2018
GRA-002509-2018,Grass and Weeds,Transferred,"Council District
1","7690 Benwell Dr, Sandy
Springs, GA 30350",06 038400011968,Paula Allen,05/21/2018,NA
GRA-002564-2020,Grass and Weeds,Closed,"Council District
1","105 Blenheim Pl, Sandy
Springs, GA 30350",06 035200030115,"Marcellus
Hampton",10/08/2020,12/03/2020
GRA-002565-2018,Grass and Weeds,Closed,"Council District
1","8115 Roswell Rd, Sandy
Springs, GA 30350",NA,Paula Allen,05/29/2018,07/24/2018
GRA-002588-2018,Grass and Weeds,Transferred,"Council District
1","525 Valley Hall Dr, Sandy
Springs, GA 30350",06 035100020083,Paula Allen,06/01/2018,NA
GRA-002595-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","566 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,06/01/2018,08/17/2018
GRA-002597-2020,Grass and Weeds,Closed,Council District 1,"1265 Mount Vernon Hwy NE, Sandy Springs, GA
30338",06 0338  LL0522,Marcellus Hampton,10/14/2020,03/16/2021
GRA-002623-2018,Grass and Weeds,Voluntary Compliance,Council District 1,"520 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500040019,Paula Allen,06/06/2018,08/17/2018
GRA-002624-2018,Grass and Weeds,Voluntary Compliance,Council District 1,"512 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500040639,Paula Allen,06/06/2018,08/17/2018
GRA-002625-2018,Grass and Weeds,Voluntary Compliance,Council District 1,"514 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500040621,Paula Allen,06/06/2018,08/17/2018
GRA-002693-2018,Grass and Weeds,Closed,Council District 1,"0 Roberts Dr, Sandy Springs, GA 30350",06 036700010375,Paula Allen,06/14/2018,08/17/2018
GRA-002710-2018,Grass and Weeds,Unfounded,Council District 1,"2495 Spalding,",06 0351  LL0540,Paula Allen,06/18/2018,06/20/2018
GRA-002741-2018,Grass and Weeds,Voluntary Compliance,Council District 1,"8821 Applegate Ln, Sandy Springs, GA 30350",06 036500030334,Paula Allen,06/20/2018,08/17/2018
GRA-002745-2018,Grass and Weeds,Voluntary Compliance,Council District 1,"8825 Applegate Ln, Sandy Springs, GA 30350",NA,Paula Allen,06/21/2018,08/17/2018
GRA-002746-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","8821 Long Beach Cir,
Sandy Springs, GA 30350",NA,Paula Allen,06/21/2018,08/17/2018
GRA-002747-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","8935 Carroll Manor Dr,
Sandy Springs, GA 30350",NA,Paula Allen,06/21/2018,08/17/2018
GRA-002748-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","7050 Glenridge Dr, Sandy
Springs, GA 30328",NA,Paula Allen,06/21/2018,08/17/2018
GRA-002779-2018,Grass and Weeds,Closed,"Council District
1","315 Wynland Trce, Sandy
Springs, GA 30350",06 033700020090,"Gregory
Copeland",06/24/2018,06/27/2018
GRA-002781-2018,Grass and Weeds,Closed,"Council District
1","7600 Hunters Woods Dr,
Sandy Springs, GA 30350",06 033700020017,"Gregory
Copeland",06/24/2018,06/25/2018
GRA-002864-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","592 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,07/10/2018,08/17/2018
GRA-002865-2018,Grass and Weeds,Closed,"Council District
1","100 Spalding Ml, Sandy
Springs, GA 30350",06 035700010112,Paula Allen,07/11/2018,08/17/2018
GRA-002868-2018,Grass and Weeds,Transferred,"Council District
1","1620 Saddle Ridge Way,
Sandy Springs, GA 30350",06 035600050184,Paula Allen,07/11/2018,07/11/2018
GRA-002886-2018,Grass and Weeds,Abated Case,"Council District
1","525 Valley Hall Dr, Sandy
Springs, GA 30350",06 035100020083,Paula Allen,07/13/2018,01/25/2019
GRA-002930-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","8115 Roswell Rd, Sandy
Springs, GA 30350",NA,Paula Allen,07/19/2018,08/17/2018
GRA-002932-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","1185 Hightower Trl, Sandy
Springs, GA 30350",NA,Paula Allen,07/20/2018,08/17/2018
GRA-003050-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","7775 Jett Ferry Rd, Sandy
Springs, GA 30350",06 034200050033,Paula Allen,08/08/2018,08/30/2018
GRA-003098-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","592 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,08/17/2018,08/17/2018
GRA-003114-2018,Grass and Weeds,Closed,"Council District
1","471 Northridge Crossing Dr,
Sandy Springs, GA 30350",NA,Paula Allen,08/22/2018,08/22/2018
GRA-003230-2018,Grass and Weeds,Closed,"Council District
1","8824 Long Beach Cir,
Sandy Springs, GA 30350",NA,Paula Allen,09/12/2018,01/28/2019
GRA-003239-2018,Grass and Weeds,Closed,"Council District
1","1040 Pitts Rd, Sandy
Springs, GA 30350",17 0024  LL0783,Paula Allen,09/13/2018,01/28/2019
GRA-003248-2018,Grass and Weeds,Closed,"Council District
1","1185 Hightower Trl, Sandy
Springs, GA 30350",17 002600010144,Paula Allen,09/17/2018,01/28/2019
GRA-003376-2018,Grass and Weeds,Closed,"Council District
1","579 Northridge Crossing Dr,
Sandy Springs, GA 30350",17 002500020342,Yvonne Shaw,10/12/2018,02/21/2019
GRA-003377-2018,Grass and Weeds,Closed,"Council District
1","581 Northridge Crossing Dr,
Sandy Springs, GA 30350",17 002500020367,Yvonne Shaw,10/12/2018,02/21/2019
GRA-003475-2018,Grass and Weeds,"Voluntary
Compliance","Council District
1","5045 Spalding Dr, Sandy
Springs, GA 30350",06 031200010140,Shane Peeples,11/07/2018,11/26/2018
GRA-004076-2021,Grass and Weeds,Closed,"Council District
1","7695 Nesbit Ferry Rd,
Sandy Springs, GA 30350",06 031200030031,"Marcellus
Hampton",04/07/2021,04/20/2021
GRA-004096-2021,Grass and Weeds,Closed,"Council District
1","1630 Chevron Way, Sandy
Springs, GA 30350",06 035300020131,"Marcellus
Hampton",04/09/2021,04/20/2021
GRA-004116-2021,Grass and Weeds,Closed,"Council District
1","7800 Mount Vernon Rd,
Sandy Springs, GA 30350",06 0337  LL0358,"Marcellus
Hampton",04/14/2021,04/21/2021
GRA-004147-2021,Grass and Weeds,Closed,Council District 1,"8861 Applegate Ln, Sandy Springs, GA 30350",06 036500020160,Marcellus Hampton,04/21/2021,04/29/2021
GRA-004149-2021,Grass and Weeds,Closed,"Council District
1","8855 Applegate Ln, Sandy
Springs, GA 30350",06 036500020038,"Marcellus
Hampton",04/21/2021,04/29/2021
GRA-004150-2021,Grass and Weeds,Closed,"Council District
1","8857 Applegate Ln, Sandy
Springs, GA 30350",06 036500020046,"Marcellus
Hampton",04/21/2021,04/29/2021
GRA-004151-2021,Grass and Weeds,Closed,"Council District
1","8871 Applegate Ln, Sandy
Springs, GA 30350",06 036500020103,"Marcellus
Hampton",04/21/2021,04/29/2021
GRA-004156-2021,Grass and Weeds,Closed,"Council District
1","8861 Roberts Dr, Sandy
Springs, GA 30350",06 036500010013,"Marcellus
Hampton",04/22/2021,04/29/2021
GRA-004158-2021,Grass and Weeds,Closed,"Council District
1","8821 Long Beach Cir,
Sandy Springs, GA 30350",06 036500040267,"Marcellus
Hampton",04/22/2021,05/06/2021
GRA-004159-2021,Grass and Weeds,Closed,"Council District
1","8812 Long Beach Cir,
Sandy Springs, GA 30350",06 036500030045,"Marcellus
Hampton",04/22/2021,05/25/2021
GRA-004160-2021,Grass and Weeds,Closed,"Council District
1","8813 Long Beach Cir,
Sandy Springs, GA 30350",06 036500030185,"Marcellus
Hampton",04/22/2021,04/29/2021
GRA-004193-2021,Grass and Weeds,Closed,"Council District
1","8901 Roberts Dr, Sandy
Springs, GA 30350",06 036500010211,"Marcellus
Hampton",04/29/2021,05/18/2021
GRA-004194-2021,Grass and Weeds,Closed,"Council District
1","8899 Roberts Dr, Sandy
Springs, GA 30350",06 036500010211,"Marcellus
Hampton",04/29/2021,05/18/2021
GRA-004203-2021,Grass and Weeds,Active,"Council District
1","7695 Nesbit Ferry Rd,
Sandy Springs, GA 30350",06 031200030031,"Marcellus
Hampton",05/03/2021,NA
GRA-004216-2021,Grass and Weeds,Closed,"Council District
1","1640 Chevron Way, Sandy
Springs, GA 30350",06 035300020149,"Marcellus
Hampton",05/04/2021,05/26/2021
GRA-004229-2021,Grass and Weeds,Active,"Council District
1","7725 Nesbit Ferry Rd,
Sandy Springs, GA 30350",06 031200030023,"Marcellus
Hampton",05/07/2021,NA
GRA-004233-2021,Grass and Weeds,Closed,"Council District
1","537 Northridge Crossing Dr,
Sandy Springs, GA 30350",17 002500040589,"Marcellus
Hampton",05/07/2021,05/19/2021
GRA-004364-2021,Grass and Weeds,Closed,"Council District
1","7405 Stoneykirk Clos,
Sandy Springs, GA 30350",06 033800040071,"Marcellus
Hampton",06/01/2021,09/16/2021
GRA-004484-2021,Grass and Weeds,Closed,"Council District
1","5010 Nesbit Ferry Ln,
Sandy Springs, GA 30350",06 031200030296,"Marcellus
Hampton",06/25/2021,06/29/2021
GRA-004642-2021,Grass and Weeds,Closed,"Council District
1","1620 Saddle Ridge Way,
Sandy Springs, GA 30350",06 035300030247,German Medina,07/26/2021,08/09/2021
GRA-004762-2021,Grass and Weeds,Closed,"Council District
1","8070 Jett Ferry Rd, Sandy
Springs, GA 30350",06 034300010259,"Marcellus
Hampton",08/16/2021,08/30/2021
GRA-004837-2021,Grass and Weeds,Closed,"Council District
1","7410 Stoneykirk Clos,
Sandy Springs, GA 30350",06 033800040238,"Marcellus
Hampton",09/01/2021,09/09/2021
GRA-004857-2021,Grass and Weeds,Closed,"Council District
1","7700 Dunvegan Clos,
Sandy Springs, GA 30350",06 034200050082,"Marcellus
Hampton",09/07/2021,10/12/2021
GRA-004858-2021,Grass and Weeds,Closed,"Council District
1","720 Kilmory Clos, Sandy
Springs, GA 30350",06 034200050041,"Marcellus
Hampton",09/07/2021,10/12/2021
GRA-004893-2021,Grass and Weeds,Active,"Council District
1","8897 Roberts Dr, Sandy
Springs, GA 30350",06 036500010195,"Marcellus
Hampton",09/14/2021,NA
GRA-004904-2021,Grass and Weeds,Closed,"Council District
1","1600 Dunwoody Club Dr,
Sandy Springs, GA 30350",06 0339  LL0096,"Marcellus
Hampton",09/15/2021,09/24/2021
PM-000200-2019,Property Maintenance,Closed,Council District 1,"2110 Dunwoody Heritage Dr, Sandy Springs, GA
30350",06 033900010057,Marcellus Hampton,02/14/2019,08/14/2019
PM-000212-2020,Property Maintenance,Closed,Council District 1,NA,NA,Marcellus Hampton,02/10/2020,06/17/2020
PM-000217-2020,Property Maintenance,Closed,Council District 1,"7420 Talbot Col, Sandy Springs, GA 30328",17 002200030237,Marcellus Hampton,02/10/2020,02/27/2020
PM-000220-2020,Property Maintenance,Closed,Council District 1,"8101 Colquitt Rd, Sandy Springs, GA 30350",06 0385  LL0367,Marcellus Hampton,02/11/2020,03/06/2020
PM-000230-2020,Property Maintenance,Closed,Council District 1,"9401 Roberts Dr, Sandy Springs, GA 30350",06 0366  LL0295,Nesa Thompson,02/12/2020,09/22/2020
PM-000234-2017,Property Maintenance,Closed,Council District 1,"8101 Colquitt Rd, Sandy Springs, GA 30350",06 0385  LL0367,Paula Allen,02/24/2017,03/01/2017
PM-000239-2019,Property Maintenance,Closed,Council District 1,"465 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500040761,Marcellus Hampton,02/25/2019,03/18/2019
PM-000247-2017,Property Maintenance,Closed,Council District 1,"505 River Run Dr, Sandy Springs, GA 30350",06 036600020383,Paula Allen,02/27/2017,10/25/2017
PM-000262-2019,Property Maintenance,Closed,Council District 1,"8861 Roberts Dr, Sandy Springs, GA 30350",06 036500010013,Marcellus Hampton,03/01/2019,06/11/2020
PM-000263-2019,Property Maintenance,Closed,Council District 1,"8863 Roberts Dr, Sandy Springs, GA 30350",06 036500010021,Marcellus Hampton,03/01/2019,06/11/2020
PM-000264-2019,Property Maintenance,Closed,Council District 1,"8865 Roberts Dr, Sandy Springs, GA 30350",06 036500010039,Marcellus Hampton,03/01/2019,06/11/2020
PM-000265-2019,Property Maintenance,Closed,Council District 1,"8867 Roberts Dr, Sandy Springs, GA 30350",06 036500010047,Marcellus Hampton,03/01/2019,10/03/2019
PM-000266-2019,Property Maintenance,Closed,Council District 1,"8869 Roberts Dr, Sandy Springs, GA 30350",06 036500010054,Marcellus Hampton,03/01/2019,10/03/2019
PM-000267-2019,Property Maintenance,Closed,Council District 1,NA,NA,Marcellus Hampton,03/01/2019,02/10/2020
PM-000584-2020,Property Maintenance,Closed,Council District,"560 Northridge Crossing Dr,",17 002500020052,Marcellus Hampton,03/31/2020,11/13/2020
PM-000585-2020,Property Maintenance,Closed,Council District,"562 Northridge Crossing Dr,",17 002500020060,Marcellus Hampton,03/31/2020,11/13/2020
PM-000613-2017,Property Maintenance,Closed,Council District,"502 River Run Dr, Sandy",06 036600020359,Paula Allen,04/24/2017,06/08/2020
PM-000617-2020,Property Maintenance,Closed,Council District,"1145 Hightower Trl, Sandy",17 002600010342,Marcellus Hampton,04/08/2020,07/07/2020
PM-000619-2020,Property Maintenance,Closed,Council District,2090 Dunwoody Club Dr,06 0339  LL0083,Marcellus Hampton,04/09/2020,05/07/2020
PM-000620-2020,Property Maintenance,Closed,Council District,2090 Dunwoody Club Dr,06 0339  LL0083,Marcellus Hampton,04/09/2020,05/07/2020
PM-000621-2020,Property Maintenance,Closed,Council District,2090 Dunwoody Club Dr,06 0339  LL0083,Marcellus Hampton,04/09/2020,05/07/2020
PM-000622-2020,Property Maintenance,Closed,Council District,2090 Dunwoody Club Dr,06 0339  LL0083,Marcellus Hampton,04/09/2020,05/07/2020
PM-000624-2020,Property Maintenance,Closed,Council District,"350 Northridge Rd STE 1A,",17 0025  LL0543,Marcellus Hampton,04/09/2020,05/07/2020
PM-000650-2017,Property Maintenance,Closed,Council District,"9401 Roberts Dr APT E,",06 0366  LL0295,Paula Allen,04/27/2017,07/21/2020
PM-000651-2017,Property Maintenance,Closed,Council District,"0 Spalding Dr, Sandy",06 0313  LL0109,Paula Allen,04/28/2017,02/12/2020
PM-000656-2019,Property Maintenance,Closed,Council District,"9400 Roberts Dr UNIT 5E,",06 0366  LLC01,Marcellus Hampton,04/17/2019,04/22/2019
PM-000673-2017,Property Maintenance,Closed,Council District,290 Winding River Dr UNIT,06 036700040372,Paula Allen,05/02/2017,03/09/2020
PM-000677-2020,Property Maintenance,Closed,Council District,"375 Northridge Rd, Sandy",17 0025  LL0626,Marcellus Hampton,04/21/2020,05/26/2020
PM-000678-2020,Property Maintenance,Closed,Council District,"400 Northridge Rd, Sandy",06 0385  LL0417,Marcellus Hampton,04/21/2020,05/26/2020
PM-000679-2020,Property Maintenance,Closed,Council District,"500 Northridge Rd, Sandy",06 0385  LL0391,Marcellus Hampton,04/21/2020,05/26/2020
PM-000680-2020,Property Maintenance,Closed,Council District,"8290 Roswell Rd STE 200,",06 0385  LL0441,Marcellus Hampton,04/21/2020,05/26/2020
PM-000681-2019,Property Maintenance,Closed,Council District,"9400 Roberts Dr UNIT 5E,",06 0366  LLC01,Marcellus Hampton,04/19/2019,05/22/2020
PM-000685-2020,Property Maintenance,Voluntary,Council District,"585 Northridge Rd APT B,",06 0385  LL0375,Marcellus Hampton,04/22/2020,05/06/2020
PM-000687-2020,Property Maintenance,Closed,Council District,"8339 Roswell Rd, Sandy",17 0025  LL0527,Marcellus Hampton,04/23/2020,05/26/2020
PM-000688-2020,Property Maintenance,Closed,Council District 1,"8363 Roswell Rd, Sandy Springs, GA 30350",17 0025  LL0527,Marcellus Hampton,04/23/2020,05/26/2020
PM-000817-2020,Property Maintenance,Closed,Council District 1,"516 Northridge Crossing Drive, Sandy Springs, GA
30350",NA,Marcellus Hampton,05/12/2020,05/22/2020
PM-000834-2020,Property Maintenance,Closed,Council District 1,"3976 Spalding Dr, Sandy Springs, GA 30350",NA,Marcellus Hampton,05/13/2020,06/18/2020
PM-001064-2017,Property Maintenance,Closed,Council District 1,"305 Winding River Dr UNIT A, Sandy Springs, GA
30350",06 036700040729,Paula Allen,06/29/2017,03/09/2020
PM-001088-2017,Property Maintenance,Closed,Council District 1,"1050 Pitts Rd, Sandy Springs, GA 30350",17 0024  LL0791,Paula Allen,07/06/2017,04/16/2020
PM-001092-2019,Property Maintenance,Closed,Council District 1,"579 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500020342,Marcellus Hampton,06/17/2019,04/14/2020
PM-001095-2019,Property Maintenance,Closed,Council District 1,"581 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500020367,Marcellus Hampton,06/17/2019,08/26/2019
PM-001100-2019,Property Maintenance,Closed,Council District 1,"475 Northridge Crossing Dr, Sandy Springs, GA 30350",17 002500040720,Marcellus Hampton,06/17/2019,07/01/2019
PM-001109-2019,Property Maintenance,Closed,Council District 1,"100 Spalding Ml, Sandy Springs, GA 30350",06 035700010112,Marcellus Hampton,06/18/2019,07/02/2019
PM-001122-2020,Property Maintenance,Closed,Council District 1,"587 Northridge Rd APT A, Sandy Springs, GA 30350",06 0385  LL0375,Marcellus Hampton,06/01/2020,06/04/2020
PM-001124-2019,Property Maintenance,Active,Council District 1,"501 Northridge Rd, Sandy Springs, GA 30350",06 0385  LL0375,Miranda Fields,06/19/2019,NA
PM-001129-2017,Property Maintenance,Closed,Council District 1,"8149 Colquitt Rd APT A, Sandy Springs, GA 30350",06 0385  LL0367,Paula Allen,07/13/2017,02/06/2020
PM-001133-2017,Property Maintenance,Closed,Council District 1,"8824 Long Beach Cir, Sandy Springs, GA 30350",NA,Paula Allen,07/14/2017,02/24/2020
PM-001134-2019,Property Maintenance,Closed,Council District 1,"487 Granite Ridge Pl, Sandy Springs, GA 30350",17 002500040225,Marcellus Hampton,06/24/2019,07/08/2019
PM-001138-2019,Property Maintenance,Closed,Council District 1,"7900 Innsbruck Dr, Sandy Springs, GA 30350",06 035600050010,Marcellus Hampton,06/24/2019,07/02/2019
PM-001140-2019,Property Maintenance,Closed,Council District 1,"8101 Colquitt Rd, Sandy Springs, GA 30350",06 0385  LL0367,Marcellus Hampton,06/24/2019,06/28/2019
PM-001152-2019,Property Maintenance,Closed,Council District 1,"1630 Chevron Way, Sandy Springs, GA 30350",06 035300020131,Marcellus Hampton,06/26/2019,02/13/2020
PM-001160-2017,Property Maintenance,Closed,Council District 1,"8849 Long Beach Cir, Sandy Springs, GA 30350",06 036500040184,Paula Allen,07/18/2017,03/09/2020
PM-001165-2019,Property Maintenance,Closed,Council District 1,"501 Northridge Rd, Sandy Springs, GA 30350",06 0385  LL0375,Marcellus Hampton,06/27/2019,09/06/2019
PM-001178-2019,Property Maintenance,Transferred,Council District 1,"9400 Roberts Dr UNIT 5E, Sandy Springs, GA 30350",06 0366  LLC01,Marcellus Hampton,06/30/2019,NA
PM-001228-2017,Property Maintenance,Closed,Council District 1,"360 Winding River Dr UNIT F, Sandy Springs, GA
30350",06 036700041586,Michael Franklin,08/01/2017,11/06/2017
PM-001240-2019,Property Maintenance,Closed,Council District 1,"9401 Roberts Dr, BLDG 1 APT N, Sandy Springs, GA 30350",06 0366  LL0295,Marcellus Hampton,07/10/2019,02/05/2020
PM-001636-2017,Property Maintenance,Closed,Council District,"1635 Chevron Way, Sandy",06 035300020164,Michael Franklin,11/07/2017,11/07/2017
PM-001636-2019,Property Maintenance,Closed,Council District,"8869 Roberts Dr, Sandy",06 036500010054,Marcellus Hampton,09/16/2019,11/08/2019
PM-001637-2019,Property Maintenance,Closed,Council District,"8871 Applegate Ln, Sandy",06 036500020103,Marcellus Hampton,09/16/2019,07/01/2020
