"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS2442","Fort Lauderdale","Broward County","FL","Broward County Sheriff's Office","Sheriff","The Broward County Sheriff’s Office paid $15,000 in 2019 for 15 Clearview AI face recognition software licenses. The sheriff's office told the Tampa Bay Times that the agency is “still in the evaluation stage.” ","County","Face Recognition","Clearview AI","https://www.tampabay.com/florida-politics/buzz/2020/02/11/florida-cops-use-this-facial-recognition-tech-that-could-be-pulling-your-pics/","","Tampa Bay Times","","02/11/2020","","","","","","","","","","",""
"AOS2443","Irving","Dallas County","TX","Irving Police Department","Police","In 2018, the Irving Police Department uploaded more than 100,000 to WideNet, NEC's face recognition system. According to emails obtained by OneZero, the Irving Police Department uses NEC’s face recognition ""six to 10 times per week on average.""","Municipal","Face Recognition","NEC","https://onezero.medium.com/nec-is-the-most-important-facial-recognition-company-youve-never-heard-of-12381d530510","","OneZero","","02/18/2020","","","","","","","","","","",""
"AOS2444","DeSoto","Dallas County","TX","DeSoto Police Department","Police","The DeSoto Police Department connects its mugshot database to NEC's WideNet face recognition system. ","Municipal","Face Recognition","NEC","https://onezero.medium.com/nec-is-the-most-important-facial-recognition-company-youve-never-heard-of-12381d530510","","OneZero","","02/18/2020","","","","","","","","","","",""
"AOS2445","Grand Prairie","Ellis County, Tarrant County, Dallas County","TX","Grand Prairie Police Department","Police","In 2018, the Grand Prairie Police Department entered an agreement with NEC for face recognition technology at cost of $50,000 per year. ","Municipal","Face Recognition","NEC","https://www.gptx.org/Home/ShowDocument?id=15707","","City of Grand Prairie","","02/05/2018","https://onezero.medium.com/nec-is-the-most-important-facial-recognition-company-youve-never-heard-of-12381d530510","","OneZero","","02/18/2020","","","","","",""
"AOS2446","San Antonio","Bexar County","TX","Bexar County Sheriff's Office","Sheriff","The Bexar County Sheriff's Office began using NEC face recognition technology in 2014, at an initial cost of $3.4 million.","County","Face Recognition","NEC","https://www.mysanantonio.com/news/local/article/Bexar-sheriff-gains-facial-recognition-capability-5858601.php","","MySanAntonio","","10/30/2014","","","","","","","","","","",""
"AOS2447","North Charleston","Charleston County","SC","Charleston County Sheriff's Office","Sheriff","The Charleston County Sheriff's Office upgraded its biometric scanning technology in 2013. The upgrade also included ""a facial recognition system which will allow for the scanning of faces in large gatherings such as Cooper River Bridge Run and the Coastal Carolina Fair to identify individuals who have outstanding arrest warrants.""","County","Face Recognition","DataWorks Plus","https://www.charlestoncounty.org/departments/budget/files/Multi%20Year%20Capital%20Improvement%20Plan.pdf","","Charleston County","","","https://www.charlestoncounty.org/departments/county-council/minutes/2013/10-8-13.pdf","","Charleston County","","10/8/2013","","","","","",""
"AOS2690","Annapolis","Anne Arundel County","MD","Anne Arundel County Sheriff's Office","State Police","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","State","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2691","Millersville","Anne Arundel County","MD","Maryland State Police","Police","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","County","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2692","Towson","Baltimore County","MD","Baltimore County Police Department","Police","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","County","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2693","Westminster","Carroll County","MD","Carroll County Sheriff's Office","Sheriff","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","County","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2694","Ellicott City","Howard County","MD","Howard County Police Department","Police","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","County","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2695","Edgewood","Harford County","MD","Harford County Sheriff's Office","Sheriff","The Maryland State Police and police departments across the Baltimore region — including Anne Arundel, Baltimore, Carroll, Howard and Harford counties — all told the Baltimore Sun that they access the Maryland Image Repository System, which includes face recognition. ","County","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2696","Towson","Baltimore County","MD","Maryland Department of Public Safety and Correctional Services","State Police","The Maryland Department of Public Safety and Correctional Services has operated the Maryland Image Repository System face recognition program since 2011. ","State","Face Recognition","","https://www.baltimoresun.com/news/crime/bs-md-facial-recognition-20161017-story.html","","Baltimore Sun","","10/18/2016","","","","","","","","","","",""
"AOS2697","Minneapolis","Hennepin County","MN","Hennepin County Sheriff's Office","Sheriff","The Hennepin County Sheriff's Office has been using face recognition software since 2013.","County","Face Recognition","","https://www.buzzfeednews.com/article/carolinehaskins1/george-floyd-protests-surveillance-technology","","Buzzfeed News","","05/29/2020","https://tonywebster.com/2016/06/hennepin-sheriff-facial-recognition/","","Tony Webster","","06/03/2016","https://www.buzzfeednews.com/article/ryanmac/clearview-ai-fbi-ice-global-law-enforcement","","Buzzfeed News","","02/27/2020",""
"AOS2702","St. Paul","Ramsey County","MN","Minnesota Bureau of Criminal Apprehension","Police","The Minnesota Bureau of Criminal Apprehension's Minnesota Fusion Center uses Clearview AI face recognition software. ","State","Face Recognition","Clearview AI","https://www.buzzfeednews.com/article/carolinehaskins1/george-floyd-protests-surveillance-technology","","Buzzfeed News","","05/29/2020","","","","","","","","","","",""
"AOS2703","St. Paul","Ramsey County","MN","St. Paul Police Department","Police","The St. Paul Police Department had conducted 40 face recognition searches using the Clearview AI system as of February 2020. ","Municipal","Face Recognition","Clearview AI","https://www.buzzfeednews.com/article/carolinehaskins1/george-floyd-protests-surveillance-technology","","Buzzfeed News","","05/29/2020","","","","","","","","","","",""
"AOS2704","Prior Lake","Scott County","MN","Prior Lake Police Department","Police","The Prior Lake Police Department conducted over 1,100 face recognition searches using Clearview AI between July 2019 and February 2020.","Municipal","Face Recognition","Clearview AI","https://www.buzzfeednews.com/article/carolinehaskins1/george-floyd-protests-surveillance-technology","","Buzzfeed News","","05/29/2020","","","","","","","","","","",""
"AOS3032","New York City","Richmond County, Queens County, Bronx County, Kings County, New York County","NY","New York Police Department","Police","The New York City Police Department has been using face recognition since 2011 and updated its policies most recently in 2020. According to the NYPD, in 2019 the Facial Identification Section received 9,850 requests for comparison and identified 2,510 possible matches.","Municipal","Face Recognition","Idemia, Dataworks Plus","https://www1.nyc.gov/site/nypd/about/about-nypd/equipment-tech/facial-recognition.page","","NYPD","","","https://www.flawedfacedata.com/","","Georgetown Law","","5/16/2019","https://nypost.com/2020/03/12/nypd-issues-policy-on-facial-recognition-software-after-nearly-a-decade-of-use/","","New York Post","","3/12/2020",""
"AOS3285","Pasadena","Los Angeles County","CA","Pasadena Police Department","Police","The Pasadena Police Department uses Vigilant Solutions face recognition software and accesses a Dataworks face recognition system operated by Los Angeles County. ","Municipal","Face Recognition","Vigilant Solutions, Dataworks","https://www.pasadenastarnews.com/2020/02/28/pasadena-police-have-used-facial-recognition-software-in-hundreds-of-cases-since-2017/","","Pasadena Star News","","02/28/20","","","","","","","","","","",""
"AOS3286","Gainesville","Alachua County","FL","Alachua County Sheriff's Office","Sheriff","The Alachua County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots. ","County","Face Recognition","Idemia","https://www.orlandosentinel.com/politics/os-ne-ice-fbi-facial-recognition-florida-drivers-license-database-20190712-xs6acoda5zgy5nqsi6yqd2tgwi-story.html","","Orlando Sentinel","","07/12/2019","https://www.perpetuallineup.org/jurisdiction/florida","","Center on Privacy & Technology at Georgetown Law","","10/18/2016","https://www.documentcloud.org/documents/7273534-Authorized-FACES-Agencies-p14-Spreadsheet.html#document/p14","","Pinellas County Sheriff's Office","","2015",""
